qua
quench,"satisfy (thirst); "The cold water quenched his thirst"","put out, as of fires, flames, or lights; "Too big to be extinguished at once, the forest fires at best could be contained"; "quench the flames"; "snuff out the candles"","electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device","suppress or crush completely; "squelch any sign of dissent"; "quench a rebellion"","reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance","cool (hot metal) by plunging into cold water or other liquid; "quench steel""
quenchable
quenched,"allayed; "his thirst quenched he was able to continue"","subdued or overcome; "the quelled rebellion"; "an uprising quenched almost before it started"; "a squelched rumor""
quencher
quenchers
quenches
quenching,"the act of extinguishing; causing to stop burning; "the extinction of the lights""
quenchless,"impossible to quench; "unquenchable thirst""
quenelle
quenelles
quercine
querida
queridas
queried,"pose a question"
querier,"someone who asks a question"
queriers,"someone who asks a question"
queries
querist
querists
quern,"a primitive stone mill for grinding corn by hand"
querns,"a primitive stone mill for grinding corn by hand"
querulous,"habitually complaining; "a whiny child""
querulously,"in a peevish manner"
querulousness,"the quality of being given to complaining"
querulousnesses
query,"an instance of questioning; "there was a question about my training"; "we made inquiries of all those who were present"","pose a question"
querying
quest,"a search for an alternative that meets cognitive criteria; "the pursuit of love"; "life is more than the pursuance of fame"; "a quest for wealth"","the act of searching for something; "a quest for diamonds"","make a search (for); "Things that die with their eyes open and questing"; "The animal came questing through the forest"","search the trail of (game); "The dog went off and quested"","bark with prolonged noises, of dogs","seek alms, as for religious purposes","express the need or desire for; ask for; "She requested an extra bed in her room"; "She called for room service""
quested
quester,"someone making a search or inquiry; "they are seekers after truth""
questers,"someone making a search or inquiry; "they are seekers after truth""
questing
question,"an instance of questioning; "there was a question about my training"; "we made inquiries of all those who were present"","the subject matter at issue; "the question of disease merits serious discussion"; "under the head of minor Roman poets"","a sentence of inquiry that asks for a reply; "he asked a direct question"; "he had trouble phrasing his interrogations"","uncertainty about the truth or factuality or existence of something; "the dubiousness of his claim"; "there is no question about the validity of the enterprise"","a formal proposal for action made to a deliberative assembly for discussion and vote; "he made a motion to adjourn"; "she called for the question"","an informal reference to a marriage proposal; "he was ready to pop the question"","challenge the accuracy, probity, or propriety of; "We must question your judgment in this matter"","pose a series of questions to; "The suspect was questioned by the police"; "We questioned the survivor about the details of the explosion"","pose a question","conduct an interview in television, newspaper, and radio reporting","place in doubt or express doubtful speculation; "I wonder whether this was the right thing to do"; "she wondered whether it would snow tonight""
questionable,"subject to question; "questionable motives"; "a questionable reputation"; "a fire of questionable origin"","able to be refuted"
questioned
questioner,"someone who asks a question"
questioners,"someone who asks a question"
questioning,"a request for information","perplexed (as if being expected to know something that you do not know); "he had a quizzical expression"","marked by or given to doubt; "a skeptical attitude"; "a skeptical listener"","showing curiosity; "if someone saw a man climbing a light post they might get inquisitive"; "raised a speculative eyebrow""
questionnaire,"a form containing a set of questions; submitted to people to gain statistical information"
questionnaires,"a form containing a set of questions; submitted to people to gain statistical information"
questionniare
questionniares
questions,"an instance of questioning; "there was a question about my training"; "we made inquiries of all those who were present"","the subject matter at issue; "the question of disease merits serious discussion"; "under the head of minor Roman poets"","a sentence of inquiry that asks for a reply; "he asked a direct question"; "he had trouble phrasing his interrogations"","uncertainty about the truth or factuality or existence of something; "the dubiousness of his claim"; "there is no question about the validity of the enterprise"","a formal proposal for action made to a deliberative assembly for discussion and vote; "he made a motion to adjourn"; "she called for the question"","an informal reference to a marriage proposal; "he was ready to pop the question"","challenge the accuracy, probity, or propriety of; "We must question your judgment in this matter"","pose a series of questions to; "The suspect was questioned by the police"; "We questioned the survivor about the details of the explosion"","pose a question","conduct an interview in television, newspaper, and radio reporting","place in doubt or express doubtful speculation; "I wonder whether this was the right thing to do"; "she wondered whether it would snow tonight""
questor
questors
quests,"a search for an alternative that meets cognitive criteria; "the pursuit of love"; "life is more than the pursuance of fame"; "a quest for wealth"","the act of searching for something; "a quest for diamonds"","make a search (for); "Things that die with their eyes open and questing"; "The animal came questing through the forest"","search the trail of (game); "The dog went off and quested"","bark with prolonged noises, of dogs","seek alms, as for religious purposes","express the need or desire for; ask for; "She requested an extra bed in her room"; "She called for room service""
quetzal,"the basic unit of money in Guatemala; equal to 100 centavos","large trogon of Central America and South America having golden-green and scarlet plumage"
quetzales
quetzals,"the basic unit of money in Guatemala; equal to 100 centavos","large trogon of Central America and South America having golden-green and scarlet plumage"
