ouabain
outage,"the amount of something (as whiskey or oil) lost in storage or transportation","a temporary suspension of operation (as of computers); "there will be a network outage from 8 to 10 a.m.""
outages,"the amount of something (as whiskey or oil) lost in storage or transportation","a temporary suspension of operation (as of computers); "there will be a network outage from 8 to 10 a.m.""
outargue
outargued
outargues
outarguing
outask
outasked
outasking
outasks
outate
outback,"the bush country of the interior of Australia","inaccessible and sparsely populated;"
outbacks,"the bush country of the interior of Australia","inaccessible and sparsely populated;"
outbake
outbaked
outbakes
outbaking
outbark
outbarked
outbarking
outbarks
outbawl
outbawled
outbawling
outbawls
outbeam
outbeamed
outbeaming
outbeams
outbeg
outbegged
outbegging
outbegs
outbid,"bid over an opponent's bid when one's partner has not bid or doubled","bid higher than others"
outbidden,"bid over an opponent's bid when one's partner has not bid or doubled","bid higher than others"
outbidding,"bid over an opponent's bid when one's partner has not bid or doubled","bid higher than others"
outbids,"bid over an opponent's bid when one's partner has not bid or doubled","bid higher than others"
outblaze
outblazed
outblazes
outblazing
outbleat
outbleated
outbleating
outbleats
outbless
outblessed
outblesses
outblessing
outbloom
outbloomed
outblooming
outblooms
outbluff
outbluffed
outbluffing
outbluffs
outblush
outblushed
outblushes
outblushing
outboard,"a motorboat with an outboard motor","internal-combustion engine that mounts at stern of small boat","located away from the midline of a vessel or aircraft; "the outboard section of a wing"; "outboard rigging""
outboards,"a motorboat with an outboard motor","internal-combustion engine that mounts at stern of small boat","located away from the midline of a vessel or aircraft; "the outboard section of a wing"; "outboard rigging""
outboast
outboasted
outboasting
outboasts
outbound,"that is going out or leaving; "the departing train"; "an outward journey"; "outward-bound ships""
outbox
outboxed
outboxes
outboxing
outbrag
outbragged
outbragging
outbrags
outbrave,"resist bravely; "He outbraved the enemy"","be braver than"
outbraved
outbraves,"resist bravely; "He outbraved the enemy"","be braver than"
outbraving
outbreak,"a sudden violent spontaneous occurrence (usually of some undesirable condition); "the outbreak of hostilities""
outbreaks,"a sudden violent spontaneous occurrence (usually of some undesirable condition); "the outbreak of hostilities""
outbred,"bred of parents not closely related; having parents of different classes or tribes"
outbreed
outbreeding
outbreeds
outbribe
outbribed
outbribes
outbribing
outbuild
outbuilding,"a building that is subordinate to and separate from a main building"
outbuildings,"a building that is subordinate to and separate from a main building"
outbuilds
outbuilt
outbullied
outbullies
outbully
outbullying
outburn
outburned
outburning
outburns
outburnt
outburst,"an unrestrained expression of emotion","a sudden intense happening; "an outburst of heavy rain"; "a burst of lightning"","a sudden violent disturbance"
outbursts,"an unrestrained expression of emotion","a sudden intense happening; "an outburst of heavy rain"; "a burst of lightning"","a sudden violent disturbance"
outby
outbye
outcaper
outcapered
outcapering
outcapers
outcast,"a person who is rejected (from society or home)","excluded from a society"
outcaste,"a person belonging to no caste","not belonging to or having been expelled from a caste and thus having no place or status in society; "the foreigner was a casteless person""
outcastes,"a person belonging to no caste","not belonging to or having been expelled from a caste and thus having no place or status in society; "the foreigner was a casteless person""
outcasts,"a person who is rejected (from society or home)","excluded from a society"
outcatch
outcatches
outcatching
outcaught
outcavil
outcaviled
outcaviling
outcavilled
outcavilling
outcavils
outcharm
outcharmed
outcharming
outcharms
outcheat
outcheated
outcheating
outcheats
outchid
outchidden
outchide
outchided
outchides
outchiding
outclass,"cause to appear in a lower class; "The Yankees outclassed Cincinnati""
outclassed,"decisively surpassed by something else so as to appear to be of a lower class"
outclasses
outclassing
outclimb
outclimbed
outclimbing
outclimbs
outclomb
outcome,"something that results; "he listened for the results on the radio"","a phenomenon that follows and is caused by some previous phenomenon; "the magnetic effect was greater when the rod was lengthwise"; "his decision had depressing consequences for business"; "he acted very wise after the event""
outcomes,"something that results; "he listened for the results on the radio"","a phenomenon that follows and is caused by some previous phenomenon; "the magnetic effect was greater when the rod was lengthwise"; "his decision had depressing consequences for business"; "he acted very wise after the event""
outcook
outcooked
outcooking
outcooks
outcrawl
outcrawled
outcrawling
outcrawls
outcried,"shout louder than","utter aloud; often with surprise, horror, or joy; "`I won!' he exclaimed"; "`Help!' she cried"; "`I'm here,' the mother shouted when she saw her child looking lost""
outcries
outcrop,"the part of a rock formation that appears above the surface of the surrounding land","appear on the surface, come to the surface on the ground; "Big boulders outcropped""
outcropped,"appear on the surface, come to the surface on the ground; "Big boulders outcropped""
outcropping,"the part of a rock formation that appears above the surface of the surrounding land","appear on the surface, come to the surface on the ground; "Big boulders outcropped""
outcrops,"the part of a rock formation that appears above the surface of the surrounding land","appear on the surface, come to the surface on the ground; "Big boulders outcropped""
outcross
outcrossed
outcrosses
outcrossing
outcrow
outcrowed
outcrowing
outcrows
outcry,"a loud utterance; often in protest or opposition; "the speaker was interrupted by loud cries from the rear of the audience"","shout louder than","utter aloud; often with surprise, horror, or joy; "`I won!' he exclaimed"; "`Help!' she cried"; "`I'm here,' the mother shouted when she saw her child looking lost""
outcrying
outcurse
outcursed
outcurses
outcursing
outcurve
outcurves
outdance
outdanced
outdances
outdancing
outdare
outdared
outdares
outdaring
outdate
outdated,"old; no longer valid or fashionable; "obsolete words"; "an obsolete locomotive"; "outdated equipment"; "superannuated laws"; "out-of-date ideas""
outdates
outdating
outdid,"be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class"","get the better of; "the goal was to best the competition""
outdistance,"go far ahead of; "He outdistanced the other runners""
outdistanced
outdistances,"go far ahead of; "He outdistanced the other runners""
outdistancing
outdo,"be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class"","get the better of; "the goal was to best the competition""
outdodge
outdodged
outdodges
outdodging
outdoer
outdoers
outdoes
outdoing
outdone,"be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class"","get the better of; "the goal was to best the competition""
outdoor,"located, suited for, or taking place in the open air; "outdoor clothes"; "badminton and other outdoor games"; "a beautiful outdoor setting for the wedding"","pertaining to or concerning the outdoors or outdoor activities; "outdoor education is the area of teacher training concerned with training for outdoor activities""
outdoors,"where the air is unconfined; "he wanted to get outdoors a little"; "the concert was held in the open air"; "camping in the open"","located, suited for, or taking place in the open air; "outdoor clothes"; "badminton and other outdoor games"; "a beautiful outdoor setting for the wedding"","pertaining to or concerning the outdoors or outdoor activities; "outdoor education is the area of teacher training concerned with training for outdoor activities"","outside a building; "in summer we play outside""
outdrank
outdraw,"draw a gun faster, or best someone in a gunfight"
outdrawing
outdrawn,"draw a gun faster, or best someone in a gunfight"
outdraws,"draw a gun faster, or best someone in a gunfight"
outdream
outdreamed
outdreaming
outdreams
outdreamt
outdress
outdressed
outdresses
outdressing
outdrew,"draw a gun faster, or best someone in a gunfight"
outdrink
outdrinking
outdrinks
outdrive
outdriven
outdrives
outdriving
outdrop
outdropped
outdropping
outdrops
outdrove
outdrunk
outeat
outeaten
outeating
outeats
outecho
outechoed
outechoes
outechoing
outed
outer,"being on the outside or further from a center; "spent hours adorning the outer man"; "the outer suburbs"","located outside; "outer reality"","being on or toward the outside of the body; "the outer ear""
outermost,"situated at the farthest possible point from a center"
outers,"being on the outside or further from a center; "spent hours adorning the outer man"; "the outer suburbs"","located outside; "outer reality"","being on or toward the outside of the body; "the outer ear""
outfable
outfabled
outfables
outfabling
outface,"overcome or cause to waver or submit by (or as if by) staring; "He simply stared down his opponent""
outfaced
outfaces,"overcome or cause to waver or submit by (or as if by) staring; "He simply stared down his opponent""
outfacing
outfall,"the outlet of a river or drain or other source of water"
outfalls,"the outlet of a river or drain or other source of water"
outfast
outfasted
outfasting
outfasts
outfawn
outfawned
outfawning
outfawns
outfeast
outfeasted
outfeasting
outfeasts
outfeel
outfeeling
outfeels
outfelt
outfield,"the area of a baseball playing field beyond the lines connecting the bases"
outfielder,"(baseball) a person who plays in the outfield","a fielder in cricket who is stationed in the outfield"
outfielders,"(baseball) a person who plays in the outfield","a fielder in cricket who is stationed in the outfield"
outfields,"the area of a baseball playing field beyond the lines connecting the bases"
outfight,"to fight better than; get the better of; "the Rangers outfought the Maple Leafs"; "The French forces outfought the Germans""
outfighting
outfights,"to fight better than; get the better of; "the Rangers outfought the Maple Leafs"; "The French forces outfought the Germans""
outfind
outfinding
outfinds
outfire
outfired
outfires
outfiring
outfit,"any cohesive unit such as a military company","a set of clothing (with accessories); "his getup was exceedingly elegant"","gear consisting of a set of articles or tools for a specified purpose","provide with (something) usually for a specific purpose; "The expedition was equipped with proper clothing, food, and other necessities""
outfits,"any cohesive unit such as a military company","a set of clothing (with accessories); "his getup was exceedingly elegant"","gear consisting of a set of articles or tools for a specified purpose","provide with (something) usually for a specific purpose; "The expedition was equipped with proper clothing, food, and other necessities""
outfitted,"provide with (something) usually for a specific purpose; "The expedition was equipped with proper clothing, food, and other necessities"","furnished with essential equipment for a particular occupation or undertaking occupation; "a well outfitted expedition to the South Pole"","equipped with appropriate wearing apparel and accessories; "children properly outfitted for school"; "equipt in the...national dress of the Scottish people"- Sir Walter Scott"
outfitter,"someone who sells men's clothes","a shop that provides equipment for some specific purpose; "an outfitter provided everything needed for the safari""
outfitters,"someone who sells men's clothes","a shop that provides equipment for some specific purpose; "an outfitter provided everything needed for the safari""
outfitting,"the act of renovating and fitting out a ship","provide with (something) usually for a specific purpose; "The expedition was equipped with proper clothing, food, and other necessities""
outflank,"go around the flank of (an opposing army)","get the better of; "the goal was to best the competition""
outflanked
outflanking
outflanks,"go around the flank of (an opposing army)","get the better of; "the goal was to best the competition""
outflew
outflies
outflow,"the discharge of a fluid from some container; "they tried to stop the escape of gas from the damaged pipe"; "he had to clean up the leak"","the process of flowing out","a natural flow of ground water"
outflowed
outflowing,"that is flowing outward"
outflown
outflows,"the discharge of a fluid from some container; "they tried to stop the escape of gas from the damaged pipe"; "he had to clean up the leak"","the process of flowing out","a natural flow of ground water"
outfly
outflying
outfool
outfooled
outfooling
outfools
outfoot
outfooted
outfooting
outfoots
outfought,"to fight better than; get the better of; "the Rangers outfought the Maple Leafs"; "The French forces outfought the Germans""
outfound
outfox,"outdo someone in trickery","beat through cleverness and wit; "I beat the traffic"; "She outfoxed her competitors""
outfoxed
outfoxes
outfoxing
outfrown
outfrowned
outfrowning
outfrowns
outgain
outgained
outgaining
outgains
outgas
outgassed
outgasses
outgassing
outgave
outgive
outgiven
outgives
outgiving
outglare
outglared
outglares
outglaring
outglow
outglowed
outglowing
outglows
outgnaw
outgnawed
outgnawing
outgnawn
outgnaws
outgo,"money paid out; an amount spent","be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class""
outgoes
outgoing,"leaving a place or a position; "an outgoing steamship"","retiring from a position or office; "the outgoing president"","at ease in talking to others"
outgoings,"leaving a place or a position; "an outgoing steamship"","retiring from a position or office; "the outgoing president"","at ease in talking to others"
outgone,"be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class""
outgrew,"grow too large or too mature for; "I have outgrown these clothes"; "She outgrew her childish habits"","grow faster than"
outgrin
outgrinned
outgrinning
outgrins
outgroup
outgroups
outgrow,"grow too large or too mature for; "I have outgrown these clothes"; "She outgrew her childish habits"","grow faster than"
outgrowing
outgrown,"grow too large or too mature for; "I have outgrown these clothes"; "She outgrew her childish habits"","grow faster than"
outgrows,"grow too large or too mature for; "I have outgrown these clothes"; "She outgrew her childish habits"","grow faster than"
outgrowth,"a natural consequence of development","the gradual beginning or coming forth; "figurines presage the emergence of sculpture in Greece"","a natural prolongation or projection from a part of an organism either animal or plant; "a bony process""
outgrowths,"a natural consequence of development","the gradual beginning or coming forth; "figurines presage the emergence of sculpture in Greece"","a natural prolongation or projection from a part of an organism either animal or plant; "a bony process""
outguess,"attempt to anticipate or predict"
outguessed
outguesses
outguessing
outguide
outguided
outguides
outguiding
outgun
outgunned
outgunning
outguns
outgush
outgushes
outhaul
outhauls
outhear
outheard
outhearing
outhears
outhit
outhits
outhitting
outhouse,"a small outbuilding with a bench having holes through which a user can defecate"
outhouses,"a small outbuilding with a bench having holes through which a user can defecate"
outhowl
outhowled
outhowling
outhowls
outhumor
outhumored
outhumoring
outhumors
outing,"a journey taken for pleasure; "many summer excursions to the shore"; "it was merely a pleasure trip"; "after cautious sashays into the field"","a day devoted to an outdoor social gathering"
outings,"a journey taken for pleasure; "many summer excursions to the shore"; "it was merely a pleasure trip"; "after cautious sashays into the field"","a day devoted to an outdoor social gathering"
outjinx
outjinxed
outjinxes
outjinxing
outjump
outjumped
outjumping
outjumps
outjut
outjuts
outjutted
outjutting
outkeep
outkeeping
outkeeps
outkept
outkick
outkicked
outkicking
outkicks
outkiss
outkissed
outkisses
outkissing
outlaid
outlain
outland
outlandish,"conspicuously or grossly unconventional or unusual; "restaurants of bizarre design--one like a hat, another like a rabbit"; "famed for his eccentric spelling"; "a freakish combination of styles"; "his off-the-wall antics"; "the outlandish clothes of teenagers"; "outre and affected stage antics""
outlandishly,"in an outlandish manner; "the Bavarian was outlandishly dressed in lederhosen""
outlands
outlast,"live longer than; "She outlived her husband by many years""
outlasted
outlasting
outlasts,"live longer than; "She outlived her husband by many years""
outlaugh
outlaughed
outlaughing
outlaughs
outlaw,"someone who has committed a crime or has been legally convicted of a crime","declare illegal; outlaw; "Marijuana is criminalized in the U.S."","contrary to or forbidden by law; "an illegitimate seizure of power"; "illicit trade"; "an outlaw strike"; "unlawful measures"","disobedient to or defiant of law; "lawless bands roaming the plains""
outlawed,"contrary to or forbidden by law; "an illegitimate seizure of power"; "illicit trade"; "an outlaw strike"; "unlawful measures""
outlawing
outlawries
outlawry,"illegality as a consequence of unlawful acts; defiance of the law"
outlaws,"someone who has committed a crime or has been legally convicted of a crime","declare illegal; outlaw; "Marijuana is criminalized in the U.S."","contrary to or forbidden by law; "an illegitimate seizure of power"; "illicit trade"; "an outlaw strike"; "unlawful measures"","disobedient to or defiant of law; "lawless bands roaming the plains""
outlay,"the act of spending or disbursing money","money paid out; an amount spent"
outlaying
outlays,"the act of spending or disbursing money","money paid out; an amount spent"
outleap
outleaped
outleaping
outleaps
outleapt
outlearn
outlearned
outlearning
outlearns
outlearnt
outlet,"a place of business for retailing goods","receptacle providing a place in a wiring system where current can be taken to run electrical devices","an opening that permits escape or release; "he blocked the way out"; "the canyon had only one issue"","activity that frees or expresses creative energy or emotion; "she had no other outlet for her feelings"; "he gave vent to his anger""
outlets,"a place of business for retailing goods","receptacle providing a place in a wiring system where current can be taken to run electrical devices","an opening that permits escape or release; "he blocked the way out"; "the canyon had only one issue"","activity that frees or expresses creative energy or emotion; "she had no other outlet for her feelings"; "he gave vent to his anger""
outlie
outlier,"a person who lives away from his place of work","an extreme deviation from the mean"
outliers,"a person who lives away from his place of work","an extreme deviation from the mean"
outlies
outline,"the line that appears to bound an object","a sketchy summary of the main points of an argument or theory","a schematic or preliminary plan","describe roughly or briefly or give the main points or summary of; "sketch the outline of the book"; "outline his ideas"","draw up an outline or sketch for something; "draft a speech"","trace the shape of"
outlined,"showing clearly the outline or profile or boundary; "hills defined against the evening sky"; "the setting sun showed the outlined figure of a man standing on the hill""
outlines,"the line that appears to bound an object","a sketchy summary of the main points of an argument or theory","a schematic or preliminary plan","describe roughly or briefly or give the main points or summary of; "sketch the outline of the book"; "outline his ideas"","draw up an outline or sketch for something; "draft a speech"","trace the shape of"
outlining
outlive,"live longer than; "She outlived her husband by many years""
outlived
outliver
outlivers
outlives,"live longer than; "She outlived her husband by many years""
outliving
outlook,"a habitual or characteristic mental attitude that determines how you will interpret and respond to situations","belief about (or mental picture of) the future","the act of looking out"
outlooks,"a habitual or characteristic mental attitude that determines how you will interpret and respond to situations","belief about (or mental picture of) the future","the act of looking out"
outlove
outloved
outloves
outloving
outlying,"relatively far from a center or middle; "outlying settlements""
outman
outmanned
outmanning
outmans
outmarch,"march longer distances and for a longer time than; "This guy can outmarch anyone!""
outmarched
outmarches
outmarching
outmatch,"be or do something to a greater degree; "her performance surpasses that of any other student I know"; "She outdoes all other athletes"; "This exceeds all my expectations"; "This car outperforms all others in its class""
outmatched
outmatches
outmatching
outmode,"make unfashionable, outdated, or obsolete; "Modern ways of cooking have outmoded the hearth""
outmoded,"out of fashion; "a suit of rather antique appearance"; "demode (or outmoded) attire"; "outmoded ideas""
outmodes,"make unfashionable, outdated, or obsolete; "Modern ways of cooking have outmoded the hearth""
outmoding
outmost,"situated at the farthest possible point from a center"
outmove
outmoved
outmoves
outmoving
outnumber,"be larger in number"
outnumbered
outnumbering
outnumbers,"be larger in number"
outpace,"surpass in speed; "Malthus believed that population increase would outpace increases in the means of subsistence""
outpaced
outpaces,"surpass in speed; "Malthus believed that population increase would outpace increases in the means of subsistence""
outpacing
outpaint
outpainted
outpainting
outpaints
outpass
outpassed
outpasses
outpassing
outpatient,"a patient who does not reside in the hospital where he is being treated"
outpatients,"a patient who does not reside in the hospital where he is being treated"
outpitied
outpities
outpity
outpitying
outplan
outplanned
outplanning
outplans
outplay,"excel or defeat in a game; "The Knicks outplayed the Lakers""
outplayed
outplaying
outplays,"excel or defeat in a game; "The Knicks outplayed the Lakers""
outplod
outplodded
outplodding
outplods
outpoint,"sail closer to the wind than","score more points than one's opponents"
outpointed
outpointing
outpoints,"sail closer to the wind than","score more points than one's opponents"
outpoll
outpolled
outpolling
outpolls
outport,"a subsidiary port built in deeper water than the original port (but usually farther from the center of trade)"
outports,"a subsidiary port built in deeper water than the original port (but usually farther from the center of trade)"
outpost,"a station in a remote or sparsely populated location","a settlement on the frontier of civilization","a military post stationed at a distance from the main body of troops"
outposts,"a station in a remote or sparsely populated location","a settlement on the frontier of civilization","a military post stationed at a distance from the main body of troops"
outpour
outpoured
outpouring,"a natural flow of ground water","a sudden rapid flow (as of water); "he heard the flush of a toilet"; "there was a little gush of blood"; "she attacked him with an outpouring of words"","the pouring forth of a fluid","the rapid and continuous delivery of linguistic communication (spoken or written); "a barrage of questions"; "a bombardment of mail complaining about his mistake"","a large flow"
outpours
outpray
outprayed
outpraying
outprays
outpreen
outpreened
outpreening
outpreens
outpress
outpressed
outpresses
outpressing
outprice
outpriced
outprices
outpricing
outpull
outpulled
outpulling
outpulls
outpush
outpushed
outpushes
outpushing
output,"final product; the things produced","production of a certain amount","signal that comes out of an electronic system","the quantity of something (as a commodity) that is created (usually within a given period of time); "production was up in the second quarter"","what is produced in a given time period","to create or manufacture a specific amount; "the computer is outputting the data from the job I'm running""
outputs,"final product; the things produced","production of a certain amount","signal that comes out of an electronic system","the quantity of something (as a commodity) that is created (usually within a given period of time); "production was up in the second quarter"","what is produced in a given time period","to create or manufacture a specific amount; "the computer is outputting the data from the job I'm running""
outputted,"to create or manufacture a specific amount; "the computer is outputting the data from the job I'm running""
outputting,"to create or manufacture a specific amount; "the computer is outputting the data from the job I'm running""
outquote
outquoted
outquotes
outquoting
outrace
outraced
outraces
outracing
outrage,"a feeling of righteous anger","a wantonly cruel act","a disgraceful event","the act of scandalizing","strike with disgust or revulsion; "The scandalous behavior of this married woman shocked her friends"","violate the sacred character of a place or language; "desecrate a cemetery"; "violate the sanctity of the church"; "profane the name of God"","force (someone) to have sex against their will; "The woman was raped on her way home at night""
outraged,"angered at something unjust or wrong; "an indignant denial"; "incensed at the judges' unfairness"; "a look of outraged disbelief"; "umbrageous at the loss of their territory""
outrages,"a feeling of righteous anger","a wantonly cruel act","a disgraceful event","the act of scandalizing","strike with disgust or revulsion; "The scandalous behavior of this married woman shocked her friends"","violate the sacred character of a place or language; "desecrate a cemetery"; "violate the sanctity of the church"; "profane the name of God"","force (someone) to have sex against their will; "The woman was raped on her way home at night""
outraging
outraise
outraised
outraises
outraising
outran,"run faster than; "in this race, I managed to outran everybody else""
outrance
outrances
outrang
outrange,"have a greater range than (another gun)"
outranged
outranges,"have a greater range than (another gun)"
outranging
outrank,"take precedence or surpass others in rank"
outranked
outranking
outranks,"take precedence or surpass others in rank"
outrave
outraved
outraves
outraving
outre,"conspicuously or grossly unconventional or unusual; "restaurants of bizarre design--one like a hat, another like a rabbit"; "famed for his eccentric spelling"; "a freakish combination of styles"; "his off-the-wall antics"; "the outlandish clothes of teenagers"; "outre and affected stage antics""
outreach,"the act of reaching out; "the outreach toward truth of the human spirit""
outreached
outreaches
outreaching
outread
outreading
outreads
outregeous
outregeously
outridden,"hang on during a trial of endurance; "ride out the storm"","ride better, faster, or further than; "The champion bicyclist outrode all his competitors""
outride,"hang on during a trial of endurance; "ride out the storm"","ride better, faster, or further than; "The champion bicyclist outrode all his competitors""
outrider,"an escort who rides ahead (as a member of the vanguard)"
outriders,"an escort who rides ahead (as a member of the vanguard)"
outrides,"hang on during a trial of endurance; "ride out the storm"","ride better, faster, or further than; "The champion bicyclist outrode all his competitors""
outriding
outright,"without reservation or exception","without restrictions or stipulations or further payments; "buy outright"","without reservation or concealment; "she asked him outright for a divorce"","without any delay; "he was killed outright""
outring
outringing
outrings
outrival,"be more of a rival than"
outrivaled
outrivaling
outrivalled
outrivalling
outrivals,"be more of a rival than"
outroar,"roar louder than"
outroared
outroaring
outroars,"roar louder than"
outrock
outrocked
outrocking
outrocks
outrode,"hang on during a trial of endurance; "ride out the storm"","ride better, faster, or further than; "The champion bicyclist outrode all his competitors""
outroll
outrolled
outrolling
outrolls
outroot
outrooted
outrooting
outroots
outrun,"run faster than; "in this race, I managed to outran everybody else""
outrung
outrunning,"run faster than; "in this race, I managed to outran everybody else""
outruns,"run faster than; "in this race, I managed to outran everybody else""
outrush
outrushes
outs,"(baseball) a failure by a batter or runner to reach a base safely in baseball; "you only get 3 outs per inning"","to state openly and publicly one's homosexuality; "This actor outed last year"","reveal (something) about somebody's identity or lifestyle; "The gay actor was outed last week"; "Someone outed a CIA agent"","be made known; be disclosed or revealed; "The truth will out"","not allowed to continue to bat or run; "he was tagged out at second on a close play"; "he fanned out"","being out or having grown cold; "threw his extinct cigarette into the stream"; "the fire is out"","not worth considering as a possibility; "a picnic is out because of the weather"","out of power; especially having been unsuccessful in an election; "now the Democrats are out"","excluded from use or mention; "forbidden fruit"; "in our house dancing and playing cards were out"; "a taboo subject"","directed outward or serving to direct something outward; "the out doorway"; "the out basket"","no longer fashionable; "that style is out these days"","outside or external; "the out surface of a ship's hull"","outer or outlying; "the out islands"","knocked unconscious by a heavy blow","away from home; "they went out last night"","moving or appearing to move away from a place, especially one that is enclosed or hidden; "the cat came out from under the bed";","from one's possession; "he gave out money to the poor"; "gave away the tickets""
outsail,"sail faster or better than; "They outsailed the Roman fleet""
outsailed
outsailing
outsails,"sail faster or better than; "They outsailed the Roman fleet""
outsang
outsat
outsavor
outsavored
outsavoring
outsavors
outsaw
outscold
outscolded
outscolding
outscolds
outscore,"score more points than one's opponents"
outscored
outscores,"score more points than one's opponents"
outscoring
outscorn
outscorned
outscorning
outscorns
outsee
outseeing
outseen
outsees
outsell,"be sold more often than other, similar products; "The new Toyota outsells the Honda by a wide margin"","sell more than others; "This salesman outsells his colleagues""
outselling
outsells,"be sold more often than other, similar products; "The new Toyota outsells the Honda by a wide margin"","sell more than others; "This salesman outsells his colleagues""
outsert
outserts
outserve
outserved
outserves
outserving
outset,"the time at which something is supposed to begin; "they got an early start"; "she knew from the get-go that he was the man for her""
outsets,"the time at which something is supposed to begin; "they got an early start"; "she knew from the get-go that he was the man for her""
outshame
outshamed
outshames
outshaming
outshine,"shine brighter than; "What star outshines the sun?"","attract more attention and praise than others; "This film outshone all the others in quality""
outshined
outshines,"shine brighter than; "What star outshines the sun?"","attract more attention and praise than others; "This film outshone all the others in quality""
outshining
outshone,"shine brighter than; "What star outshines the sun?"","attract more attention and praise than others; "This film outshone all the others in quality""
outshoot
outshooting
outshoots
outshot
outshout,"shout louder than"
outshouted
outshouting
outshouts,"shout louder than"
outside,"the region that is outside of something","the outer side or surface of something","relating to or being on or near the outer side or limit; "an outside margin"","coming from the outside; "extraneous light in the camera spoiled the photograph"; "relying upon an extraneous income"; "disdaining outside pressure groups"","originating or belonging beyond some bounds:"the outside world"; "outside interests"; "an outside job"","located, suited for, or taking place in the open air; "outdoor clothes"; "badminton and other outdoor games"; "a beautiful outdoor setting for the wedding"","functioning outside the boundaries or precincts of an organized unit; "extramural hospital care and treatment"; "extramural studies"","leading to or from the outside; "an outside door"","from or between other countries; "external commerce"; "international trade"; "developing nations need outside help"","very unlikely; "an outside chance"; "a remote possibility"; "a remote contingency"","on or toward an outer edge; "an outer lane"; "the outside lane"","(of a baseball pitch) on the far side of home plate from the batter; "the pitch was away (or wide)"; "an outside pitch"","outside a building; "in summer we play outside"","on the outside; "outside, the box is black""
outsider,"someone who is excluded from or is not a member of a group","a contestant (human or animal) not considered to have a good chance to win"
outsiders,"someone who is excluded from or is not a member of a group","a contestant (human or animal) not considered to have a good chance to win"
outsides,"the region that is outside of something","the outer side or surface of something","relating to or being on or near the outer side or limit; "an outside margin"","coming from the outside; "extraneous light in the camera spoiled the photograph"; "relying upon an extraneous income"; "disdaining outside pressure groups"","originating or belonging beyond some bounds:"the outside world"; "outside interests"; "an outside job"","located, suited for, or taking place in the open air; "outdoor clothes"; "badminton and other outdoor games"; "a beautiful outdoor setting for the wedding"","functioning outside the boundaries or precincts of an organized unit; "extramural hospital care and treatment"; "extramural studies"","leading to or from the outside; "an outside door"","from or between other countries; "external commerce"; "international trade"; "developing nations need outside help"","very unlikely; "an outside chance"; "a remote possibility"; "a remote contingency"","on or toward an outer edge; "an outer lane"; "the outside lane"","(of a baseball pitch) on the far side of home plate from the batter; "the pitch was away (or wide)"; "an outside pitch"","outside a building; "in summer we play outside"","on the outside; "outside, the box is black""
outsight
