thack
thespian,"a theatrical performer","of or relating to drama; "the movie director had thespian cooperation""
thespians,"a theatrical performer","of or relating to drama; "the movie director had thespian cooperation""
theta,"the 8th letter of the Greek alphabet"
thetas,"the 8th letter of the Greek alphabet"
thetic
thetical
theurgic
theurgies
theurgy,"the effect of supernatural or divine intervention in human affairs","white magic performed with the help of beneficent spirits (as formerly practiced by Neoplatonists)"
thew
thewless
thews
thewy
they
thiamin,"a B vitamin that prevents beriberi; maintains appetite and growth"
thiamine,"a B vitamin that prevents beriberi; maintains appetite and growth"
thiamines,"a B vitamin that prevents beriberi; maintains appetite and growth"
thiamins,"a B vitamin that prevents beriberi; maintains appetite and growth"
thiazide,"any of a group of drugs commonly used as diuretics in the treatment of hypertension; they block the reabsorption of sodium in the kidneys"
thiazides,"any of a group of drugs commonly used as diuretics in the treatment of hypertension; they block the reabsorption of sodium in the kidneys"
thiazin
thiazine,"a compound made up of a ring of four carbon atoms and one sulfur atom and one nitrogen atom"
thiazines,"a compound made up of a ring of four carbon atoms and one sulfur atom and one nitrogen atom"
thiazins
thiazol
thiazole
thiazoles
thiazols
thick,"the location of something surrounded by other things; "in the midst of the crowd"","not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions; "an inch thick"; "a thick board"; "a thick sandwich"; "spread a thick layer of butter"; "thick coating of dust"; "thick warm blankets"","having component parts closely crowded together; "a compact shopping center"; "a dense population"; "thick crowds"; "a thick forest"; "thick hair"","relatively dense in consistency; "thick cream"; "thick soup"; "thick smoke"; "thick fog"","spoken as if with a thick tongue; "the thick speech of a drunkard"; "his words were slurred"","having a short and solid form or stature; "a wrestler of compact build"; "he was tall and heavyset"; "stocky legs"; "a thickset young man"","hard to pass through because of dense growth; "dense vegetation"; "thick woods"","(of darkness) very intense; "thick night"; "thick darkness"; "a face in deep shadow"; "deep night"","(used informally) associated on close terms; "a close friend"; "the bartender was chummy with the regular customers"; "the two were thick as thieves for months"","(used informally) stupid","abounding; having a lot of; "the top was thick with dust"","with a thick consistency; "the blood was flowing thick"","in quick succession; "misfortunes come fast and thick""
thicken,"make thick or thicker; "Thicken the sauce"; "inspissate the tar so that it becomes pitch"","become thick or thicker; "The sauce thickened"; "The egg yolk will inspissate"","make viscous or dense; "thicken the sauce by adding flour""
thickened,"made or having become thick; "thickened bronchial arteries"","having calluses; having skin made tough and thick through wear; "calloused skin"; "with a workman's callous hands"","made thick in consistency; "flour-thickened gravy"; "dust-thickened saliva""
thickener,"any material used to thicken; "starch is used in cooking as a thickening""
thickeners,"any material used to thicken; "starch is used in cooking as a thickening""
thickening,"any material used to thicken; "starch is used in cooking as a thickening"","any thickened enlargement","the act of thickening","accumulating and becoming more intense; "the deepening gloom"; "felt a deepening love"; "the thickening dusk"","becoming more intricate or complex; "a thickening plot""
thickens,"make thick or thicker; "Thicken the sauce"; "inspissate the tar so that it becomes pitch"","become thick or thicker; "The sauce thickened"; "The egg yolk will inspissate"","make viscous or dense; "thicken the sauce by adding flour""
thicker
thickest
thicket,"a dense growth of bushes"
thickets,"a dense growth of bushes"
thickety
thickish
thickly,"spoken with poor articulation as if with a thick tongue; "after a few drinks he was beginning to speak thickly"","in a concentrated manner; "old houses are often so densely packed that perhaps three or four have to be demolished for every new one built"; "a thickly populated area"","with a thick consistency; "the blood was flowing thick"","with thickness; in a thick manner; "spread 1/4 lb softened margarine or cooking fat fairly thickly all over the surface"; "we were visiting a small, thickly walled and lovely town with straggling outskirt"","in quick succession; "misfortunes come fast and thick""
thickness,"the dimension through an object as opposed to its length or width","indistinct articulation; "judging from the thickness of his speech he had been drinking heavily"","used of a line or mark","resistance to flow"
thicknesses
thicks,"the location of something surrounded by other things; "in the midst of the crowd"","not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions; "an inch thick"; "a thick board"; "a thick sandwich"; "spread a thick layer of butter"; "thick coating of dust"; "thick warm blankets"","having component parts closely crowded together; "a compact shopping center"; "a dense population"; "thick crowds"; "a thick forest"; "thick hair"","relatively dense in consistency; "thick cream"; "thick soup"; "thick smoke"; "thick fog"","spoken as if with a thick tongue; "the thick speech of a drunkard"; "his words were slurred"","having a short and solid form or stature; "a wrestler of compact build"; "he was tall and heavyset"; "stocky legs"; "a thickset young man"","hard to pass through because of dense growth; "dense vegetation"; "thick woods"","(of darkness) very intense; "thick night"; "thick darkness"; "a face in deep shadow"; "deep night"","(used informally) associated on close terms; "a close friend"; "the bartender was chummy with the regular customers"; "the two were thick as thieves for months"","(used informally) stupid","abounding; having a lot of; "the top was thick with dust"","with a thick consistency; "the blood was flowing thick"","in quick succession; "misfortunes come fast and thick""
thickset,"having a short and solid form or stature; "a wrestler of compact build"; "he was tall and heavyset"; "stocky legs"; "a thickset young man"","planted or growing close together; "thickset trees""
thicksets,"having a short and solid form or stature; "a wrestler of compact build"; "he was tall and heavyset"; "stocky legs"; "a thickset young man"","planted or growing close together; "thickset trees""
thief,"a criminal who takes property belonging to someone else with the intention of keeping it or selling it"
thieve,"take by theft; "Someone snitched my wallet!""
thieved
thieveries
thievery,"the act of taking something from someone unlawfully; "the thieving is awful at Kennedy International""
thieves,"a criminal who takes property belonging to someone else with the intention of keeping it or selling it","take by theft; "Someone snitched my wallet!""
thieving,"the act of taking something from someone unlawfully; "the thieving is awful at Kennedy International"","given to thievery"
thievish,"given to thievery"
thigh,"the part of the leg between the hip and the knee","the upper joint of the leg of a fowl"
thighbone,"the longest and thickest bone of the human skeleton; extends from the pelvis to the knee"
thighbones,"the longest and thickest bone of the human skeleton; extends from the pelvis to the knee"
thighed
thighs,"the part of the leg between the hip and the knee","the upper joint of the leg of a fowl"
thill,"one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it"
thills,"one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it"
thimble,"as much as a thimble will hold","a small metal cap to protect the finger while sewing; can be used as a small container"
thimbleful,"as much as a thimble will hold"
thimblefuls,"as much as a thimble will hold"
thimbles,"as much as a thimble will hold","a small metal cap to protect the finger while sewing; can be used as a small container"
thin,"lose thickness; become thin or thinner","make thin or thinner; "Thin the solution"","lessen the strength or flavor of a solution or mixture; "cut bourbon"","take off weight","of relatively small extent from one surface to the opposite or in cross section; "thin wire"; "a thin chiffon blouse"; "a thin book"; "a thin layer of paint"","lacking excess flesh; "you can't be too rich or too thin"; "Yon Cassius has a lean and hungry look"-Shakespeare","very narrow; "a thin line across the page"","not dense; "a thin beard"; "trees were sparse"","relatively thin in consistency or low in density; not viscous; "air is thin at high altitudes"; "a thin soup"; "skimmed milk is much thinner than whole milk"; "thin oil"","(of sound) lacking resonance or volume; "a thin feeble cry"","lacking spirit or sincere effort; "a thin smile"","lacking substance or significance; "slight evidence"; "a tenuous argument"; "a thin plot"; a fragile claim to fame"","without viscosity; "the blood was flowing thin""
thinclad
thinclads
thindown
thindowns
thine
thing,"a special situation; "this thing has got to end"; "it is a remarkable thing"","an action; "how could you do such a thing?"","a special abstraction; "a thing of the spirit"; "things of the heart"","an artifact; "how does this thing work?"","an event; "a funny thing happened on the way to the..."","a vaguely specified concern; "several matters to attend to"; "it is none of your affair"; "things are going well"","a statement regarded as an object; "to say the same thing in other terms"; "how can you say such a thing?"","an entity that is not named specifically; "I couldn't tell what the thing was"","any attribute or quality considered as having its own existence; "the thing I like about her is ..."","a special objective; "the thing is to stay in bounds"","a persistent illogical feeling of desire or aversion; "he has a thing about seafood"; "she has a thing about him"","a separate and self-contained entity"
things,"any movable possession (especially articles of clothing); "she packed her things and left""
think,"an instance of deliberate thinking; "I need to give it a good think"","judge or regard; look upon; judge; "I think he is very smart"; "I believe her to be very smart"; "I think that he is her boyfriend"; "The racist conceives such people to be inferior"","expect, believe, or suppose; "I imagine she earned a lot of money with her new novel"; "I thought to find her in a bad state"; "he didn't think to find her in the kitchen"; "I guess she is angry at me for standing her up"","use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments; "I've been thinking all day and getting nowhere"","recall knowledge from memory; have a recollection; "I can't remember saying any such thing"; "I can't think what her last name was"; "can you remember her phone number?"; "Do you remember that he once loved you?"; "call up memories"","imagine or visualize; "Just think--you could be rich one day!"; "Think what a scene it must have been!"","focus one's attention on a certain state; "Think big"; "think thin"","have in mind as a purpose; "I mean no harm"; "I only meant to help you"; "She didn't think to harm me"; "We thought to return early that night"","decide by pondering, reasoning, or reflecting; "Can you think what to do next?"","ponder; reflect on, or reason about; "Think the matter through"; "Think how hard life in Russia must be these days"","dispose the mind in a certain way; "Do you really think so?"","have or formulate in the mind; "think good thoughts"","be capable of conscious thought; "Man is the only creature that thinks"","bring into a given condition by mental preoccupation; "She thought herself into a state of panic over the final exam""
thinker,"an important intellectual; "the great minds of the 17th century"","someone who exercises the mind (usually in an effort to reach a decision)"
thinkers,"an important intellectual; "the great minds of the 17th century"","someone who exercises the mind (usually in an effort to reach a decision)"
thinking,"the process of using your mind to consider something carefully; "thinking always made him frown"; "she paused for thought"","endowed with the capacity to reason"
thinkings,"the process of using your mind to consider something carefully; "thinking always made him frown"; "she paused for thought"","endowed with the capacity to reason"
thinks,"an instance of deliberate thinking; "I need to give it a good think"","judge or regard; look upon; judge; "I think he is very smart"; "I believe her to be very smart"; "I think that he is her boyfriend"; "The racist conceives such people to be inferior"","expect, believe, or suppose; "I imagine she earned a lot of money with her new novel"; "I thought to find her in a bad state"; "he didn't think to find her in the kitchen"; "I guess she is angry at me for standing her up"","use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments; "I've been thinking all day and getting nowhere"","recall knowledge from memory; have a recollection; "I can't remember saying any such thing"; "I can't think what her last name was"; "can you remember her phone number?"; "Do you remember that he once loved you?"; "call up memories"","imagine or visualize; "Just think--you could be rich one day!"; "Think what a scene it must have been!"","focus one's attention on a certain state; "Think big"; "think thin"","have in mind as a purpose; "I mean no harm"; "I only meant to help you"; "She didn't think to harm me"; "We thought to return early that night"","decide by pondering, reasoning, or reflecting; "Can you think what to do next?"","ponder; reflect on, or reason about; "Think the matter through"; "Think how hard life in Russia must be these days"","dispose the mind in a certain way; "Do you really think so?"","have or formulate in the mind; "think good thoughts"","be capable of conscious thought; "Man is the only creature that thinks"","bring into a given condition by mental preoccupation; "She thought herself into a state of panic over the final exam""
thinly,"without force or sincere effort; "smiled thinly"","without viscosity; "the blood was flowing thin"","in a small quantity or extent; "spread the margarine thinly over the meat"; "apply paint lightly"","in a widely distributed manner; "thinly overgrown mountainside""
thinned,"lose thickness; become thin or thinner","make thin or thinner; "Thin the solution"","lessen the strength or flavor of a solution or mixture; "cut bourbon"","take off weight","mixed with water; "sold cut whiskey"; "a cup of thinned soup""
thinner,"a diluting agent","of relatively small extent from one surface to the opposite or in cross section; "thin wire"; "a thin chiffon blouse"; "a thin book"; "a thin layer of paint"","lacking excess flesh; "you can't be too rich or too thin"; "Yon Cassius has a lean and hungry look"-Shakespeare","very narrow; "a thin line across the page"","not dense; "a thin beard"; "trees were sparse"","relatively thin in consistency or low in density; not viscous; "air is thin at high altitudes"; "a thin soup"; "skimmed milk is much thinner than whole milk"; "thin oil"","(of sound) lacking resonance or volume; "a thin feeble cry"","lacking spirit or sincere effort; "a thin smile"","lacking substance or significance; "slight evidence"; "a tenuous argument"; "a thin plot"; a fragile claim to fame""
thinness,"relatively small dimension through an object as opposed to its length or width; "the tenuity of a hair"; "the thinness of a rope"","the property of having little body fat","the property of being very narrow or thin; "he marvelled at the fineness of her hair"","the property of being scanty or scattered; lacking denseness","a consistency of low viscosity; "he disliked the thinness of the soup""
thinnesses
thinnest,"of relatively small extent from one surface to the opposite or in cross section; "thin wire"; "a thin chiffon blouse"; "a thin book"; "a thin layer of paint"","lacking excess flesh; "you can't be too rich or too thin"; "Yon Cassius has a lean and hungry look"-Shakespeare","very narrow; "a thin line across the page"","not dense; "a thin beard"; "trees were sparse"","relatively thin in consistency or low in density; not viscous; "air is thin at high altitudes"; "a thin soup"; "skimmed milk is much thinner than whole milk"; "thin oil"","(of sound) lacking resonance or volume; "a thin feeble cry"","lacking spirit or sincere effort; "a thin smile"","lacking substance or significance; "slight evidence"; "a tenuous argument"; "a thin plot"; a fragile claim to fame""
thinning,"the act of diluting something; "the cutting of whiskey with water"; "the thinning of paint with turpentine"","lose thickness; become thin or thinner","make thin or thinner; "Thin the solution"","lessen the strength or flavor of a solution or mixture; "cut bourbon"","take off weight"
thinnish
