hiatal
highjacks,"seizure of a vehicle in transit either to rob it or divert it to an alternate destination","take arbitrarily or by force; "The Cubans commandeered the plane and flew it to Miami""
highland,"elevated (e.g., mountainous) land","used of high or hilly country"
highlander,"a soldier in a Scottish regiment from the Highlands","a native of the Highlands of Scotland"
highlanders,"a soldier in a Scottish regiment from the Highlands","a native of the Highlands of Scotland"
highlands,"a mountainous region of northern Scotland famous for its rugged beauty; known for the style of dress (the kilt and tartan) and the clan system (now in disuse)","used of high or hilly country"
highlight,"the most interesting or memorable part; "the highlight of the tour was our visit to the Vatican"","an area of lightness in a picture","move into the foreground to make more visible or prominent; "The introduction highlighted the speaker's distinguished career in linguistics"","apply a highlighter to one's cheeks or eyebrows in order to make them more prominent; "highlight the area above your eyebrows""
highlighted
highlighting,"an area of lightness in a picture"
highlights,"the most interesting or memorable part; "the highlight of the tour was our visit to the Vatican"","an area of lightness in a picture","move into the foreground to make more visible or prominent; "The introduction highlighted the speaker's distinguished career in linguistics"","apply a highlighter to one's cheeks or eyebrows in order to make them more prominent; "highlight the area above your eyebrows""
highly,"to a high degree or extent; favorably or with much respect; "highly successful"; "He spoke highly of her"; "does not think highly of his writing"; "extremely interesting"","at a high rate or wage; "highly paid workers"","in a high position or level or rank; "details known by only a few highly placed persons""
highness,"(Your Highness or His Highness or Her Highness) title used to address a royal person","the quality of being high or lofty","a high degree (of amount or force etc.); "responsible for the highness of the rates""
highnesses
highroad,"a highway"
highroads,"a highway"
highs,"a lofty level or position or degree; "summer temperatures reached an all-time high"","an air mass of higher than normal pressure; "the east coast benefits from a Bermuda high"","a state of sustained elation; "I'm on a permanent high these days"","a state of altered consciousness induced by alcohol or narcotics; "they took drugs to get a high on"","a high place; "they stood on high and observed the countryside"; "he doesn't like heights"","a public secondary school usually including grades 9 through 12; "he goes to the neighborhood highschool"","a forward gear with a gear ratio that gives the greatest vehicle velocity for a given engine speed","greater than normal in degree or intensity or amount; "a high temperature"; "a high price"; "the high point of his career"; "high risks"; "has high hopes"; "the river is high"; "he has a high opinion of himself"","(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high'); "a high mountain"; "high ceilings"; "high buildings"; "a high forehead"; "a high incline"; "a foot high"","standing above others in quality or position; "people in high places"; "the high priest"; "eminent members of the community"","used of sounds and voices; high in pitch or frequency","happy and excited and energetic","(used of the smell of meat) smelling spoiled or tainted","slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana)","at a great altitude; "he climbed high on the ladder"","in or to a high position, amount, or degree; "prices have gone up far too high"","in a rich manner; "he lives high"","far up toward the source; "he lives high up the river""
hight
hightail,"leave as fast as possible; "We hightailed it when we saw the police walking in""
hightailed
hightailing
hightails,"leave as fast as possible; "We hightailed it when we saw the police walking in""
highted
highth
highths
highting
hights
highway,"a major road for any form of motor transport"
highwayman,"a holdup man who stops a vehicle and steals from it"
highwaymen
highways,"a major road for any form of motor transport"
hijack,"seizure of a vehicle in transit either to rob it or divert it to an alternate destination","take arbitrarily or by force; "The Cubans commandeered the plane and flew it to Miami"","seize control of; "they hijacked the judicial process""
hijacked
hijacker,"a holdup man who stops a vehicle and steals from it","someone who uses force to take over a vehicle (especially an airplane) in order to reach an alternative destination"
hijackers,"a holdup man who stops a vehicle and steals from it","someone who uses force to take over a vehicle (especially an airplane) in order to reach an alternative destination"
hijacking,"robbery of a traveller or vehicle in transit or seizing control of a vehicle by the use of force"
hijacks,"seizure of a vehicle in transit either to rob it or divert it to an alternate destination","take arbitrarily or by force; "The Cubans commandeered the plane and flew it to Miami"","seize control of; "they hijacked the judicial process""
hijinks,"noisy and mischievous merrymaking"
hike,"a long walk usually for exercise or pleasure; "she enjoys a hike in her spare time"","an increase in cost; "they asked for a 10% rise in rates"","the amount a salary is increased; "he got a 3% raise"; "he got a wage hike"","increase; "The landlord hiked up the rents"","walk a long way, as for pleasure or physical exercise; "We were hiking in Colorado"; "hike the Rockies""
hiked
hiker,"a foot traveler; someone who goes on an extended walk (for pleasure)"
hikers,"a foot traveler; someone who goes on an extended walk (for pleasure)"
hikes,"a long walk usually for exercise or pleasure; "she enjoys a hike in her spare time"","an increase in cost; "they asked for a 10% rise in rates"","the amount a salary is increased; "he got a 3% raise"; "he got a wage hike"","increase; "The landlord hiked up the rents"","walk a long way, as for pleasure or physical exercise; "We were hiking in Colorado"; "hike the Rockies""
hiking,"a long walk usually for exercise or pleasure; "she enjoys a hike in her spare time""
hila,"(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ; "the hilus of the kidney"","the scar on certain seeds marking its point of attachment to the funicle"
hilar,"of or relating to or located near a hilum"
hilarious,"marked by or causing boisterous merriment or convulsive laughter; "hilarious broad comedy"; "a screaming farce"; "uproarious stories""
hilariously,"in a hilarious manner; "hilariously funny""
hilarities
hilarity,"great merriment"
hilding
hildings
hili,"(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ; "the hilus of the kidney""
hill,"a local and well-defined elevation of the land; "they loved to roam the hills of West Virginia"","structure consisting of an artificial heap or bank usually of earth or stones; "they built small mounds to hide behind"","United States railroad tycoon (1838-1916)","risque English comedian (1925-1992)","(baseball) the slight elevation on which the pitcher stands","form into a hill"
hillbillies
hillbilly,"a disparaging term for an unsophisticated person"
hilled
hiller
hillers
hillier
hilliest
hilling
hillo
hilloa
hilloaed
hilloaing
hilloas
hillock,"a small natural hill"
hillocks,"a small natural hill"
hillocky
hilloed
hilloing
hillos
hills,"a local and well-defined elevation of the land; "they loved to roam the hills of West Virginia"","structure consisting of an artificial heap or bank usually of earth or stones; "they built small mounds to hide behind"","United States railroad tycoon (1838-1916)","risque English comedian (1925-1992)","(baseball) the slight elevation on which the pitcher stands","form into a hill"
hillside,"the side or slope of a hill"
hillsides,"the side or slope of a hill"
hilltop,"the peak of a hill; "the sun set behind the brow of distant hills""
hilltops,"the peak of a hill; "the sun set behind the brow of distant hills""
hilly,"having hills and crags; "hilly terrain""
hilt,"the handle of a sword or dagger"
hilted
hilting
hiltless
hilts,"the handle of a sword or dagger"
hilum,"(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ; "the hilus of the kidney"","the scar on certain seeds marking its point of attachment to the funicle"
hilus,"(anatomy) a depression or fissure where vessels or nerves or ducts enter a bodily organ; "the hilus of the kidney""
him
himatia
himation
himations
himself
hin,"ancient Hebrew unit of liquid measure = 1.5 gallons"
hind,"any of several mostly spotted fishes that resemble groupers","a female deer, especially an adult female red deer","located at or near the back of an animal; "back (or hind) legs"; "the hinder part of a carcass""
hinder,"be a hindrance or obstacle to; "She is impeding the progress of our project"","hinder or prevent the progress or accomplishment of; "His brother blocked him at every turn"","put at a disadvantage; "The brace I have to wear is hindering my movements"","located at or near the back of an animal; "back (or hind) legs"; "the hinder part of a carcass""
hindered
hinderer
hinderers
hindering,"preventing movement; "the clogging crowds of revelers overflowing into the street""
hinders,"be a hindrance or obstacle to; "She is impeding the progress of our project"","hinder or prevent the progress or accomplishment of; "His brother blocked him at every turn"","put at a disadvantage; "The brace I have to wear is hindering my movements"","located at or near the back of an animal; "back (or hind) legs"; "the hinder part of a carcass""
hindgut,"the caudal part of the alimentary canal in vertebrate embryos"
hindguts,"the caudal part of the alimentary canal in vertebrate embryos"
hindmost,"located farthest to the rear"
hindquarter,"the back half of a side of meat"
hindquarters,"the fleshy part of the human body that you sit on; "he deserves a good kick in the butt"; "are you going to sit on your fanny and do nothing?"","the part of an animal that corresponds to the human buttocks"
hinds,"any of several mostly spotted fishes that resemble groupers","a female deer, especially an adult female red deer","located at or near the back of an animal; "back (or hind) legs"; "the hinder part of a carcass""
hindsight,"understanding the nature of an event after it has happened; "hindsight is always better than foresight""
hindsights,"understanding the nature of an event after it has happened; "hindsight is always better than foresight""
hinge,"a joint that holds two parts together so that one can swing relative to the other","a circumstance upon which subsequent events depend; "his absence is the hinge of our plan"","attach with a hinge"
hinged
hinger
hingers
hinges,"a joint that holds two parts together so that one can swing relative to the other","a circumstance upon which subsequent events depend; "his absence is the hinge of our plan"","attach with a hinge"
hinging
hinnied
hinnies
hinny,"hybrid offspring of a male horse and a female donkey or ass; usually sterile; "a hinny has a gentler disposition than a mule""
hinnying
hins,"ancient Hebrew unit of liquid measure = 1.5 gallons"
hint,"an indirect suggestion; "not a breath of scandal ever touched her"","a slight indication","a slight but appreciable amount; "this dish could use a touch of garlic"","a just detectable amount; "he speaks French with a trace of an accent"","an indication of potential opportunity; "he got a tip on the stock market"; "a good lead for a job"","drop a hint; intimate by a hint"
hinted
hinter
hinterland,"a remote and undeveloped area"
hinterlands,"a remote and undeveloped area"
hinters
hinting
hints,"an indirect suggestion; "not a breath of scandal ever touched her"","a slight indication","a slight but appreciable amount; "this dish could use a touch of garlic"","a just detectable amount; "he speaks French with a trace of an accent"","an indication of potential opportunity; "he got a tip on the stock market"; "a good lead for a job"","drop a hint; intimate by a hint"
hip,"either side of the body below the waist and above the thigh","the structure of the vertebrate skeleton supporting the lower limbs in humans and the hind limbs or corresponding parts in other vertebrates","the ball-and-socket joint between the head of the femur and the acetabulum","(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof","the fruit of a rose plant","informed about the latest trends"
hipbone,"large flaring bone forming one half of the pelvis; made up of the ilium and ischium and pubis"
hipbones,"large flaring bone forming one half of the pelvis; made up of the ilium and ischium and pubis"
hipless,"having or seeming to have no hips; "slim and hipless""
hiplike
hipness
hipnesses
hipparch
hipparchs
hipped,"having hips; or having hips as specified (usually in combination); "broad-hipped"","(of a roof) sloping on all sides; "a hipped roof has sloping ends rather than gables""
hipper,"informed about the latest trends"
hippest,"informed about the latest trends"
hippie,"someone who rejects the established culture; advocates extreme liberalism in politics and lifestyle"
hippiedom
hippiedoms
hippiehood
hippiehoods
hippier
hippies,"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music"
hippiest
hipping
hippish
hippo,"an ancient Numidian town in northwestern Africa adjoining present-day Annaba in northeastern Algeria","massive thick-skinned herbivorous animal living in or around rivers of tropical Africa"
hippopotami,"massive thick-skinned herbivorous animal living in or around rivers of tropical Africa"
hippopotamus,"massive thick-skinned herbivorous animal living in or around rivers of tropical Africa"
hippopotamuses
hippos,"an ancient Numidian town in northwestern Africa adjoining present-day Annaba in northeastern Algeria","massive thick-skinned herbivorous animal living in or around rivers of tropical Africa"
hippy,"someone who rejects the established culture; advocates extreme liberalism in politics and lifestyle"
hips,"either side of the body below the waist and above the thigh","the structure of the vertebrate skeleton supporting the lower limbs in humans and the hind limbs or corresponding parts in other vertebrates","the ball-and-socket joint between the head of the femur and the acetabulum","(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof","the fruit of a rose plant","informed about the latest trends"
hipshot
hipster,"someone who rejects the established culture; advocates extreme liberalism in politics and lifestyle"
hipsters,"a youth subculture (mostly from the middle class) originating in San Francisco in the 1960s; advocated universal love and peace and communes and long hair and soft drugs; favored acid rock and progressive rock music"
hirable
hiragana
hiraganas
hircine,"of or pertaining to or suggestive of a goat (especially in strong odor)"
hire,"a newly hired employee; "the new hires need special training"","the act of hiring something or someone; "he signed up for a week's car hire"","engage or hire for work; "They hired two new secretaries in the department"; "How many people has she employed?"","hold under a lease or rental agreement; of goods and services","engage for service under a term of contract; "We took an apartment on a quiet street"; "Let's rent a car"; "Shall we take a guide in Rome?""
hireable
hired,"having services engaged for a fee; "hired hands"; "a hired gun"","hired for the exclusive temporary use of a group of travelers; "a chartered plane"; "the chartered buses arrived on time""
hireling,"a person who works only for money"
hirelings,"a person who works only for money"
hirer,"a person responsible for hiring workers; "the boss hired three more men for the new job""
hirers,"a person responsible for hiring workers; "the boss hired three more men for the new job""
hires,"a newly hired employee; "the new hires need special training"","the act of hiring something or someone; "he signed up for a week's car hire"","engage or hire for work; "They hired two new secretaries in the department"; "How many people has she employed?"","hold under a lease or rental agreement; of goods and services","engage for service under a term of contract; "We took an apartment on a quiet street"; "Let's rent a car"; "Shall we take a guide in Rome?""
hiring
hirple
hirpled
hirples
hirpling
hirsel
hirseled
hirseling
hirselled
hirselling
hirsels
hirsle
hirsled
hirsles
hirsling
hirsute,"having or covered with hair; "Jacob was a hairy man"; "a hairy caterpillar""
hirsutism,"excessive hairiness"
hirudin
hirudins
his,"an expression of greeting; "every morning they exchanged polite hellos"","a state in the United States in the central Pacific on the Hawaiian Islands"
hisn
hispid,"(of animals or plants) having stiff coarse hairs or bristles; "plants with hispid stems""
hiss,"a fricative sound (especially as an expression of disapproval); "the performers could not be heard over the hissing of the audience"","a cry or noise made to express displeasure or contempt","make a sharp hissing sound, as if to show disapproval","move with a whooshing sound","express or utter with a hiss","show displeasure, as after a performance or speech"
hissed
hisself
hisser,"someone who communicates disapproval by hissing"
hissers,"someone who communicates disapproval by hissing"
hisses
hissing,"a fricative sound (especially as an expression of disapproval); "the performers could not be heard over the hissing of the audience""
hissings,"a fricative sound (especially as an expression of disapproval); "the performers could not be heard over the hissing of the audience""
hist
histamin
histamine,"amine formed from histidine that stimulates gastric secretions and dilates blood vessels; released by the human immune system during allergic reactions"
histamines,"amine formed from histidine that stimulates gastric secretions and dilates blood vessels; released by the human immune system during allergic reactions"
histamins
histed
histidin
histidins
histing
histogen
histogens
histogram,"a bar chart representing a frequency distribution; heights of the bars represent observed frequencies"
histograms,"a bar chart representing a frequency distribution; heights of the bars represent observed frequencies"
histoid
histologic,"of or relating to histology"
histone,"a simple protein containing mainly basic amino acids; present in cell nuclei in association with nucleic acids"
histones,"a simple protein containing mainly basic amino acids; present in cell nuclei in association with nucleic acids"
histopathologic
histopathological
historian,"a person who is an authority on history and who studies it and writes about it"
historians,"a person who is an authority on history and who studies it and writes about it"
historic,"belonging to the past; of what is important or famous in the past; "historic victories"; "historical (or historic) times"; "a historical character"","important in history; "the historic first voyage to outer space""
historical,"of or relating to the study of history; "historical scholars"; "a historical perspective"","having once lived or existed or taken place in the real world as distinct from being legendary; "the historical Jesus"; "doubt that a historical Camelot every existed"; "actual historical events"","belonging to the past; of what is important or famous in the past; "historic victories"; "historical (or historic) times"; "a historical character"","used of the study of a phenomenon (especially language) as it changes through time; "diachronic linguistics""
historically,"throughout history; "historically they have never coexisted peacefully"","with respect to history; "this is historically interesting""
histories
history,"the aggregate of past events; "a critical time in the school's history"","a record or narrative description of past events; "a history of France"; "he gave an inaccurate account of the plot to kill the president"; "the story of exposure to lead"","the discipline that records and interprets past events involving human beings; "he teaches Medieval history"; "history takes the long view"","the continuum of events occurring in succession leading from the past to the present and even into the future; "all of human history"","all that is remembered of the past as preserved in writing; a body of knowledge; "the dawn of recorded history"; "from the beginning of history""
hists
hit,"(baseball) a successful stroke in an athletic contest (especially in baseball); "he came all the way around on Williams' hit"","the act of contacting one thing with another; "repeated hitting raised a large bruise"; "after three misses she finally got a hit"","a conspicuous success; "that song was his first hit and marked the beginning of his career"; "that new Broadway show is a real smasher"; "the party went with a bang"","(physics) a brief event in which two or more bodies come together; "the collision of the particles resulted in an exchange of energy and a change of direction"","a dose of a narcotic drug","a murder carried out by an underworld syndicate; "it has all the earmarks of a Mafia hit"","a connection made via the internet to another website; "WordNet gets many hits from users worldwide"","cause to move by striking; "hit a ball"","hit against; come into sudden contact with; "The car hit a tree"; "He struck the table with his elbow"","deal a blow to, either with the hand or with an instrument; "He hit her hard in the face"","reach a destination, either real or abstract; "We hit Detroit by noon"; "The water reached the doorstep"; "We barely made it to the finish line"; "I have to hit the MAC machine before the weekend starts"","affect or afflict suddenly, usually adversely; "We were hit by really bad weather"; "He was stricken with cancer when he was still a teenager"; "The earthquake struck at midnight"","hit with a missile from a weapon","encounter by chance; "I stumbled across a long-lost cousin last night in a restaurant"","gain points in a game; "The home team scored many times"; "He hit a home run"; "He hit .300 in the past season"","cause to experience suddenly; "Panic struck me"; "An interesting idea hit her"; "A thought came to me"; "The thought struck terror in our minds"; "They were struck with fear"","make a strategic, offensive, assault against an enemy, opponent, or a target; "The Germans struck Poland on Sept. 1, 1939"; "We must strike the enemy's oil fields"; "in the fifth inning, the Giants struck, sending three runners home to win the game 5 to 2"","kill intentionally and with premeditation; "The mafia boss ordered his enemies murdered"","drive something violently into a location; "he hit his fist on the table"; "she struck her head on the low ceiling"","reach a point in time, or a certain state or level; "The thermometer hit 100 degrees"; "This car can reach a speed of 140 miles per hour"","produce by manipulating keys or strings of musical instruments, also metaphorically; "The pianist strikes a middle C"; "strike `z' on the keyboard"; "her comments struck a sour note"","consume to excess; "hit the bottle"","hit the intended target or goal","pay unsolicited and usually unwanted sexual attention to; "He tries to hit on women in bars""
hitch,"a period of time spent in military service","the state of inactivity following an interruption; "the negotiations were in arrest"; "held them in check"; "during the halt he got some lunch"; "the momentary stay enabled him to escape the blow"; "he spent the entire stop in his seat"","an unforeseen obstacle","a connection between a vehicle and the load that it pulls","a knot that can be undone by pulling against the strain that holds it; a temporary knot","any obstruction that impedes or is burdensome","the uneven manner of walking that results from an injured leg","to hook or entangle; "One foot caught in the stirrup"","walk impeded by some physical limitation or injury; "The old woman hobbles down to the store every day"","jump vertically, with legs stiff and back arched; "the yung filly bucked"","travel by getting free rides from motorists","connect to a vehicle: "hitch the trailer to the car""
hitched
hitcher
hitchers
hitches
hitchhike,"travel by getting free rides from motorists"
hitchhiked
hitchhiker,"a person who travels by getting free rides from passing vehicles"
hitchhikers,"a person who travels by getting free rides from passing vehicles"
hitchhikes,"travel by getting free rides from motorists"
hitchhiking
hitching
hither,"to this place (especially toward the speaker); "come here, please""
hitherto,"used in negative statement to describe a situation that has existed up to this point or up to the present time; "So far he hasn't called"; "the sun isn't up yet""
hitless,"(of a batter) without a hit; "he went hitless for three innings"","having no points scores; "a scoreless inning""
