obduracies
obtain,"come into possession of; "How did you obtain the visa?"","receive a specified treatment (abstract); "These aspects of civilization do not find expression or receive an interpretation"; "His movie received a good review"; "I got nothing but trouble for my good intentions"","be valid, applicable, or true; "This theory still holds""
obtainable,"capable of being obtained; "savings of up to 50 percent are obtainable""
obtained
obtainer
obtainers
obtaining
obtains,"come into possession of; "How did you obtain the visa?"","receive a specified treatment (abstract); "These aspects of civilization do not find expression or receive an interpretation"; "His movie received a good review"; "I got nothing but trouble for my good intentions"","be valid, applicable, or true; "This theory still holds""
obtect
obtected
obtest
obtested
obtesting
obtests
obtrude,"push to thrust outward","thrust oneself in as if by force; "The colors don't intrude on the viewer""
obtruded
obtruder
obtruders
obtrudes,"push to thrust outward","thrust oneself in as if by force; "The colors don't intrude on the viewer""
obtruding
obtrusion
obtrusions
obtrusive,"undesirably noticeable; "the obtrusive behavior of a spoiled child"; "equally obtrusive was the graffiti"","sticking out; protruding"
obtrusively,"in an obtrusive manner"
obtrusiveness,"an unwelcome conspicuousness"
obtrusivenesses
obtund,"reduce the edge or violence of; "obtunded reflexes""
obtunded
obtunding
obtunds,"reduce the edge or violence of; "obtunded reflexes""
obturate,"block passage through; "obstruct the path""
obturated
obturates,"block passage through; "obstruct the path""
obturating
obtuse,"of an angle; between 90 and 180 degrees","(of a leaf shape) rounded at the apex","lacking in insight or discernment; "too obtuse to grasp the implications of his behavior"; "a purblind oligarchy that flatly refused to see that history was condemning it to the dustbin"- Jasper Griffin","slow to learn or understand; lacking intellectual acuity; "so dense he never understands anything I say to him"; "never met anyone quite so dim"; "although dull at classical learning, at mathematics he was uncommonly quick"- Thackeray; "dumb officials make some really dumb decisions"; "he was either normally stupid or being deliberately obtuse"; "worked with the slow students""
obtusely,"in a stupid manner; "he had so rapaciously desired and so obtusely expected to find her alone""
obtuser
obtusest
obverse,"the more conspicuous of two alternatives or cases or sides; "the obverse of this issue"","the side of a coin or medal bearing the principal stamp or design"
obverses,"the more conspicuous of two alternatives or cases or sides; "the obverse of this issue"","the side of a coin or medal bearing the principal stamp or design"
obvert
obverted
obverting
obverts
obviable
obviate,"do away with","prevent the occurrence of; prevent from happening; "Let's avoid a confrontation"; "head off a confrontation"; "avert a strike""
obviated
obviates,"do away with","prevent the occurrence of; prevent from happening; "Let's avoid a confrontation"; "head off a confrontation"; "avert a strike""
obviating,"made impossible"
obviation,"the act of preventing something by anticipating and disposing of it effectively"
obviations,"the act of preventing something by anticipating and disposing of it effectively"
obviator
obviators
obvious,"easily perceived by the senses or grasped by the mind; "obvious errors""
obviously,"unmistakably (`plain' is often used informally for `plainly'); "the answer is obviously wrong"; "she was in bed and evidently in great pain"; "he was manifestly too important to leave off the guest list"; "it is all patently nonsense"; "she has apparently been living here for some time"; "I thought he owned the property, but apparently not"; "You are plainly wrong"; "he is plain stubborn""
obviousness,"the property of being easy to see and understand"
obviousnesses
obvolute
